Study.area,Region.Label,Area,Sample.Label,Effort,distance,size,side,exp,fatigue,gscat,vis,glare,ssmi,altitude,obsname
Nominal_area,1,1000000,99A26,65.24,26.08,1,L,0,51.21,1,G,N,74,39.14563,FM
Nominal_area,1,1000000,99A26,65.24,633.92,1,L,177.9,51.88,1,G,N,60,38.88266,MS
Nominal_area,1,1000000,99A26,65.24,366.22,1,R,177.8,52.23,1,G,N,60,38.88266,SW
Nominal_area,1,1000000,99A26,65.24,380.81,1,R,177.8,52.28,1,G,N,60,38.88266,SW
Nominal_area,1,1000000,99A26,65.24,148.98,2,L,0,52.98,2,G,N,60,38.88266,FM
Nominal_area,1,1000000,99A26,65.24,219.53,1,L,0,53.18,1,G,N,60,38.88266,FM
Nominal_area,1,1000000,99A26,65.24,392.88,1,R,177.8,53.51,1,G,N,60,38.88266,SW
Nominal_area,1,1000000,99A26,65.24,537.29,1,R,177.8,55.46,1,G,N,60,38.69931,SW
Nominal_area,1,1000000,99A26,65.24,201.9,1,L,0,55.95,1,G,N,60,38.69931,FM
Nominal_area,1,1000000,99A26,65.24,138.45,1,R,177.8,56.75,1,G,N,65,38.49217,SW
Nominal_area,1,1000000,99A26,65.24,342.32,1,R,177.8,57.03,1,G,N,65,38.49217,SW
Nominal_area,1,1000000,99A26,65.24,549.72,1,L,0,57.41,1,G,N,65,38.49217,FM
Nominal_area,1,1000000,99A26,65.24,242.97,1,R,177.8,57.43,1,G,N,65,38.49217,SW
Nominal_area,1,1000000,99A26,65.24,60.17,1,L,0,57.49,1,G,N,65,38.49217,FM
Nominal_area,1,1000000,99A26,65.24,186.75,1,L,177.9,57.58,1,G,N,65,38.49217,MS
Nominal_area,1,1000000,99A26,65.24,329.35,1,L,0,57.63,1,G,N,65,38.49217,FM
Nominal_area,1,1000000,99A26,65.24,240.97,1,L,0,57.76,1,G,N,65,38.49217,FM
Nominal_area,1,1000000,99A26,65.24,392.42,1,R,177.8,57.78,1,G,N,65,38.49217,SW
Nominal_area,1,1000000,99A26,65.24,401.66,2,R,0,57.94,2,G,N,65,38.49217,LM
Nominal_area,1,1000000,99A26,65.24,66.88,1,L,0,57.98,1,G,N,65,38.49217,FM
Nominal_area,1,1000000,99A26,65.24,184.05,1,R,177.8,58,1,G,N,65,38.49217,SW
Nominal_area,1,1000000,99A26,65.24,86.51,1,R,177.8,58.61,1,G,N,65,38.2275,SW
Nominal_area,1,1000000,99A26,65.24,88.73,2,R,177.8,58.65,2,G,N,65,38.2275,SW
Nominal_area,1,1000000,99A26,65.24,138.62,1,R,177.8,61.15,1,G,N,65,38.03092,SW
Nominal_area,1,1000000,99A26,65.24,258.13,1,L,0,63.23,1,G,N,65,37.76144,FM
Nominal_area,1,1000000,99A26,65.24,122.97,1,R,177.8,63.36,1,G,N,65,37.76144,SW
Nominal_area,1,1000000,99A26,65.24,56.36,1,L,177.9,64.06,1,G,N,65,37.76144,MS
Nominal_area,1,1000000,99A26,65.24,398.8,1,R,204.4,68.7,1,G,N,54,37.21651,SW
Nominal_area,1,1000000,99A27,27.88,371.63,1,R,204.4,69.48,1,G,N,54,37.09735,SW
Nominal_area,1,1000000,99A27,27.88,161.27,1,R,204.4,69.96,1,G,N,54,37.09735,SW
Nominal_area,1,1000000,99A27,27.88,175.39,1,L,26.6,70.28,1,G,N,54,37.09735,FM
Nominal_area,1,1000000,99A27,27.88,123.35,3,R,204.4,70.61,3,G,N,54,37.09735,SW
Nominal_area,1,1000000,99A27,27.88,257.67,1,R,204.4,70.94,1,G,N,54,37.09735,SW
Nominal_area,1,1000000,99A27,27.88,384.75,1,L,26.6,71.6,1,G,N,54,36.86102,FM
Nominal_area,1,1000000,99A27,27.88,13.03,1,L,204.5,71.78,1,G,N,54,36.86102,MS
Nominal_area,1,1000000,99A27,27.88,374.27,1.5,L,26.6,71.95,2,G,N,54,36.86102,FM
Nominal_area,1,1000000,99A27,27.88,101.36,1,R,204.4,72.4,1,G,N,54,36.86102,SW
Nominal_area,1,1000000,99A27,27.88,384.75,2,L,26.6,72.48,2,G,N,54,36.86102,FM
Nominal_area,1,1000000,99A27,27.88,410.4,1,R,204.4,74.26,1,G,N,65,36.67469,SW
Nominal_area,1,1000000,99A27,27.88,682.35,1,R,204.4,76.28,1,G,N,65,36.46308,SW
Nominal_area,1,1000000,99A27,27.88,309.46,1,L,26.6,76.46,1,G,N,65,36.46308,FM
Nominal_area,1,1000000,99A27,27.88,426.21,1,L,204.5,76.61,1,G,N,65,36.46308,MS
Nominal_area,1,1000000,99A27,27.88,361.19,1,L,26.6,76.95,1,G,N,65,36.46308,FM
Nominal_area,1,1000000,99A27,27.88,0.83,1,L,26.6,77.05,1,G,N,65,36.46308,FM
Nominal_area,1,1000000,99A27,27.88,232.17,1,L,204.5,77.63,1,G,N,58,36.19474,MS
Nominal_area,1,1000000,99A27,27.88,497.74,1,R,204.4,78.11,1,G,N,58,36.19474,SW
Nominal_area,1,1000000,99A27,27.88,44.36,1,R,204.4,80.01,1,G,N,58,36.08028,SW
Nominal_area,1,1000000,99A27,27.88,54.98,1,R,204.4,80.03,1,G,N,58,36.08028,SW
Nominal_area,1,1000000,99A27,27.88,52.37,1,L,26.6,80.8,1,G,N,58,36.08028,FM
Nominal_area,1,1000000,99A27,27.88,35.34,1,R,204.4,80.98,1,G,N,58,36.08028,SW
Nominal_area,1,1000000,99A28,60.1,535.72,1,L,315.4,51.18,1,G,N,58,48.02275,MF
Nominal_area,1,1000000,99A28,60.1,279.29,1,L,315.4,53.18,1,G,N,67,48.03972,MF
Nominal_area,1,1000000,99A28,60.1,7.53,1,L,366.9,57.73,1,G,N,69,48.03726,DT
Nominal_area,1,1000000,99A28,60.1,234.76,2,R,281.6,57.96,2,G,N,69,48.03726,HZ
Nominal_area,1,1000000,99A28,60.1,507.67,1,R,281.6,58.56,1,G,N,69,48.03726,HZ
Nominal_area,1,1000000,99A28,60.1,204.2,1,R,281.6,59.14,1,G,N,69,48.03746,HZ
Nominal_area,1,1000000,99A28,60.1,27.75,1,R,281.6,60.99,1,G,N,69,48.03746,HZ
Nominal_area,1,1000000,99A28,60.1,435.75,1,R,281.6,62.39,1,G,N,69,48.02842,HZ
Nominal_area,1,1000000,99A28,60.1,62.63,1,L,366.9,63.03,1,G,N,73,48.02526,DT
Nominal_area,1,1000000,99A28,60.1,100.04,1,R,281.6,63.28,1,G,N,73,48.02526,HZ
Nominal_area,1,1000000,99A28,60.1,61.27,1,R,281.6,63.38,1,G,N,73,48.02526,HZ
Nominal_area,1,1000000,99A28,60.1,311.86,1,L,366.9,63.51,1,G,N,73,48.02526,DT
Nominal_area,1,1000000,99A28,60.1,80.87,1,R,281.6,63.54,1,G,N,73,48.02526,HZ
Nominal_area,1,1000000,99A28,60.1,152.67,2,L,366.9,64.06,2,G,N,73,48.02526,DT
Nominal_area,1,1000000,99A28,60.1,166.21,1,L,366.9,64.08,1,G,N,73,48.02526,DT
Nominal_area,1,1000000,99A28,60.1,318.66,1,R,281.6,66.23,1,G,N,73,48.0283,HZ
Nominal_area,1,1000000,99A28,60.1,33,1,L,366.9,66.41,1,G,N,73,48.0283,DT
Nominal_area,1,1000000,99A28,60.1,43.04,1,R,281.6,66.73,1,G,N,73,48.0283,HZ
Nominal_area,1,1000000,99A28,60.1,91.39,1,R,281.6,70.56,1,G,N,73,48.00902,HZ
Nominal_area,1,1000000,99A28,60.1,64.23,1,R,281.6,70.84,1,G,N,73,48.00902,HZ
Nominal_area,1,1000000,99A28,60.1,23.27,1,R,281.6,71.9,1,G,N,68,47.99436,HZ
Nominal_area,1,1000000,99A28,60.1,14.91,1,L,366.9,72.39,1,G,N,68,47.99436,DT
Nominal_area,1,1000000,99A28,60.1,138.67,1,R,281.6,72.39,1,G,N,68,47.99436,HZ
Nominal_area,1,1000000,99A28,60.1,455.14,2,R,103.7,72.61,2,G,N,68,47.99436,YH
Nominal_area,1,1000000,99A28,60.1,410.4,1,L,392.2,77.56,1,G,N,69,47.99874,DT
Nominal_area,1,1000000,99A28,60.1,392.63,1,R,306.9,77.59,1,G,N,69,47.99874,HZ
Nominal_area,1,1000000,99A29,23.2,239.67,1,R,306.9,78.64,1,G,N,69,47.93754,HZ
Nominal_area,1,1000000,99A29,23.2,608.91,1,L,340.7,78.88,1,G,N,69,47.93754,MF
Nominal_area,1,1000000,99A29,23.2,308.85,1,R,306.9,78.96,1,G,N,69,47.93754,HZ
Nominal_area,1,1000000,99A29,23.2,29.75,1,L,340.7,81.49,1,G,N,69,47.91443,MF
Nominal_area,1,1000000,99A29,23.2,93.64,1,L,392.2,81.49,1,G,N,69,47.91443,DT
Nominal_area,1,1000000,99A29,23.2,170.77,2,R,306.9,81.54,2,G,N,69,47.91443,HZ
Nominal_area,1,1000000,99A29,23.2,302.31,1,R,306.9,81.68,1,G,N,69,47.91443,HZ
Nominal_area,1,1000000,99A29,23.2,17,1,R,306.9,82.03,1,G,N,69,47.88621,HZ
Nominal_area,1,1000000,99A29,23.2,270.59,1,L,392.2,82.11,1,G,N,69,47.88621,DT
Nominal_area,1,1000000,99A29,23.2,74.9,1,L,340.7,83.08,1,G,N,69,47.88621,MF
Nominal_area,1,1000000,99A29,23.2,401.34,1,R,129,84.46,1,G,N,69,47.8514,YH
Nominal_area,1,1000000,99A29,23.2,161.53,1,L,392.2,85.41,1,G,N,69,47.8514,DT
Nominal_area,1,1000000,99A29,23.2,199.36,1,R,306.9,86.13,1,G,N,69,47.8514,HZ
Nominal_area,1,1000000,99A29,23.2,455.14,1.5,R,306.9,86.41,2,G,N,70,47.82059,HZ
Nominal_area,1,1000000,99A29,23.2,160.38,1,R,306.9,87,1,G,N,70,47.82059,HZ
Nominal_area,1,1000000,99A30,54.72,295.77,1,L,402.3,99.44,1,G,N,70,47.88882,DT
Nominal_area,1,1000000,99A30,54.72,114.77,1,L,402.3,101.75,1,G,N,70,47.93555,DT
Nominal_area,1,1000000,99A30,54.72,360.24,2,R,317,105.24,2,G,N,68,48.03255,HZ
Nominal_area,1,1000000,99A30,54.72,675.57,1,L,402.3,105.69,1,G,N,68,48.03255,DT
Nominal_area,1,1000000,99A30,54.72,318.49,1,R,317,106.05,1,G,N,68,48.03255,HZ
Nominal_area,1,1000000,99A30,54.72,58.71,1,L,402.3,113.89,1,G,N,68,48.17793,DT
Nominal_area,1,1000000,99A30,54.72,176.26,1,L,402.3,114.28,1,G,N,68,48.17793,DT
Nominal_area,1,1000000,99A30,54.72,463.09,1,L,350.8,115.53,1,G,N,68,48.17793,MF
Nominal_area,1,1000000,99A30,54.72,422.1,1,L,402.3,117.19,1,G,N,71,48.20592,DT
Nominal_area,1,1000000,99A30,54.72,295.77,1,R,317,117.19,1,G,N,71,48.20592,HZ
Nominal_area,1,1000000,99A30,54.72,101.64,1,L,350.8,118.79,1,G,N,71,48.23404,MF
Nominal_area,1,1000000,99A31,60.05,157.97,1,L,402.3,122.36,1,G,N,71,48.33807,DT
Nominal_area,1,1000000,99A31,60.05,313.39,1,L,402.3,123.16,1,G,N,71,48.33807,DT
Nominal_area,1,1000000,99A31,60.05,334.5,2,R,317,123.69,2,G,N,71,48.33807,HZ
Nominal_area,1,1000000,99A31,60.05,187.41,1,L,427.3,128.96,1,G,N,59,48.31416,DT
Nominal_area,1,1000000,99A31,60.05,332.43,1,L,427.3,130.26,1,G,N,59,48.31604,DT
Nominal_area,1,1000000,99A31,60.05,239.67,1,L,427.3,130.33,1,G,N,59,48.31604,DT
Nominal_area,1,1000000,99A31,60.05,100.79,1,R,341.9,136.89,1,G,N,59,48.33822,HZ
Nominal_area,1,1000000,99A31,60.05,450.09,1,R,341.9,137.24,1,G,N,59,48.33822,HZ
Nominal_area,1,1000000,99A31,60.05,222.75,1,R,164,145.73,1,G,N,49,48.30578,YH
Nominal_area,1,1000000,99A31,60.05,206.6,1,L,427.3,146.93,1,G,N,49,48.30072,DT
Nominal_area,1,1000000,99A31,60.05,183,1,R,341.9,147.08,1,G,N,49,48.30072,HZ
Nominal_area,1,1000000,99A31,60.05,472.86,1,R,341.9,147.66,1,G,N,49,48.30072,HZ
Nominal_area,1,1000000,99A31,60.05,182.38,1,R,341.9,150.38,1,G,N,49,48.2667,HZ
Nominal_area,1,1000000,99A31,60.05,166.73,1,L,427.3,150.74,1,G,N,49,48.2667,DT
Nominal_area,1,1000000,99A31,60.05,29.22,1,R,341.9,150.84,1,G,N,49,48.2667,HZ
Nominal_area,1,1000000,99A32,34.64,139.02,1,R,341.9,151.24,1,G,N,41,48.33924,HZ
Nominal_area,1,1000000,99A32,34.64,344.83,1,L,452.6,155.78,1,G,N,41,48.33924,DT
Nominal_area,1,1000000,99A32,34.64,606.81,1,L,452.6,156.66,1,G,N,41,48.17788,DT
Nominal_area,1,1000000,99A32,34.64,128.84,1,L,401.1,156.89,1,G,N,41,48.17788,MF
Nominal_area,1,1000000,99A32,34.64,91.55,1,L,452.6,157.24,1,G,N,41,48.17788,DT
Nominal_area,1,1000000,99A32,34.64,147.68,1,R,367.3,157.5,1,G,N,41,48.17788,HZ
Nominal_area,1,1000000,99A32,34.64,33.34,3,L,452.6,157.73,3,G,N,41,48.17788,DT
Nominal_area,1,1000000,99A32,34.64,60.2,1,R,367.3,157.89,1,G,N,41,48.17788,HZ
Nominal_area,1,1000000,99A32,34.64,335.49,1,L,452.6,158.24,1,G,N,41,48.17788,DT
Nominal_area,1,1000000,99A32,34.64,232.56,1,R,367.3,158.69,1,G,N,41,48.15596,HZ
